"rank","doc_index","topic_probability","topic_letter","topic_number"
41,3977,0.307423404858666,"DDD",56
42,12223,0.306222126074103,"DDD",56
43,24767,0.305289455578281,"DDD",56
44,19099,0.305117482169869,"DDD",56
45,9556,0.303884594153521,"DDD",56
46,10547,0.302625341713317,"DDD",56
47,16484,0.302434263133753,"DDD",56
48,23226,0.302386026437452,"DDD",56
49,7370,0.302050885168305,"DDD",56
50,17458,0.301034060392863,"DDD",56
1,14177,0.629798837671863,"III",61
2,3039,0.609599242357293,"III",61
3,18768,0.609435853563,"III",61
4,16874,0.597045476519263,"III",61
5,16297,0.588280105157983,"III",61
6,24892,0.584200641988614,"III",61
7,7973,0.581089629072118,"III",61
8,1816,0.563706930258195,"III",61
9,14812,0.543622956057446,"III",61
10,21167,0.536170217045212,"III",61
11,18340,0.533700943792776,"III",61
12,6013,0.523914469324484,"III",61
13,12268,0.518128139562283,"III",61
14,16885,0.517777228149836,"III",61
15,17880,0.517432525658541,"III",61
16,19176,0.517120441567586,"III",61
17,5676,0.51558213654234,"III",61
18,19612,0.513357588496778,"III",61
19,2537,0.509834944081745,"III",61
20,4088,0.500436010435156,"III",61
21,15239,0.496346109957198,"III",61
22,11588,0.479332344196445,"III",61
23,20693,0.479016689888875,"III",61
24,6525,0.477473028954907,"III",61
25,14959,0.47520549203616,"III",61
26,24683,0.47311579059171,"III",61
27,9989,0.470450720049046,"III",61
28,1825,0.470440367000373,"III",61
29,10630,0.468918486155828,"III",61
30,18352,0.460052139124753,"III",61
31,6940,0.458870819554366,"III",61
32,14985,0.449598197955587,"III",61
33,15208,0.442458192361633,"III",61
34,387,0.434883763106387,"III",61
35,12201,0.434741483527216,"III",61
36,17565,0.430427799180007,"III",61
37,21317,0.429985180983987,"III",61
38,17485,0.426948861504209,"III",61
39,5237,0.424305437393149,"III",61
40,574,0.424097210015804,"III",61
41,8154,0.42230295356133,"III",61
42,16228,0.42035472578022,"III",61
43,9242,0.418099628005914,"III",61
44,19730,0.41650160248873,"III",61
45,19375,0.415253139251627,"III",61
46,12246,0.413684235282805,"III",61
47,22717,0.412972325989019,"III",61
48,6345,0.410085127536374,"III",61
49,24547,0.408008595784492,"III",61
50,7950,0.407640037471675,"III",61
1,11826,0.480142048497536,"HHH",60
2,13107,0.461012050770856,"HHH",60
3,9342,0.460112073257654,"HHH",60
4,15240,0.442138027742422,"HHH",60
5,21954,0.439252024729639,"HHH",60
6,14751,0.435668260911239,"HHH",60
7,13742,0.430127586505129,"HHH",60
8,22826,0.427381346134284,"HHH",60
9,19331,0.421173961630646,"HHH",60
10,1941,0.421008809060283,"HHH",60
11,12959,0.42038817665449,"HHH",60
12,12699,0.419602571050107,"HHH",60
13,832,0.414312582360546,"HHH",60
14,15430,0.410707073348273,"HHH",60
15,14949,0.41051599078095,"HHH",60
16,22758,0.400742106572481,"HHH",60
17,9715,0.389941144010499,"HHH",60
18,18580,0.386642592909717,"HHH",60
19,8276,0.385225796472217,"HHH",60
20,8717,0.381762051545351,"HHH",60
21,9361,0.381513021271153,"HHH",60
22,5405,0.378796768115966,"HHH",60
23,14405,0.372251345370674,"HHH",60
24,1803,0.370291823213032,"HHH",60
25,12732,0.369239506058899,"HHH",60
26,5630,0.366003496982137,"HHH",60
27,9174,0.358658945642363,"HHH",60
28,18875,0.357007681334691,"HHH",60
29,11607,0.34974597782121,"HHH",60
30,25649,0.347501907856532,"HHH",60
31,10163,0.340647146894126,"HHH",60
32,23335,0.34025154505445,"HHH",60
33,22505,0.339851391672632,"HHH",60
34,23066,0.339842443998846,"HHH",60
35,23366,0.339807042306313,"HHH",60
36,13030,0.337631344376999,"HHH",60
37,25734,0.332169623358489,"HHH",60
38,13204,0.330015257696047,"HHH",60
39,24109,0.330005750284222,"HHH",60
40,14992,0.324085969366696,"HHH",60
41,514,0.323468763393074,"HHH",60
42,24023,0.323202068807591,"HHH",60
43,21605,0.320386673605702,"HHH",60
44,875,0.316419892592098,"HHH",60
45,19027,0.313021725387389,"HHH",60
46,24290,0.311130164779967,"HHH",60
47,19941,0.307001454219304,"HHH",60
48,15251,0.304412185243065,"HHH",60
49,19747,0.304367551443788,"HHH",60
50,17786,0.303911822200966,"HHH",60
1,23716,0.641738979411401,"PPP",68
2,9004,0.636088001238379,"PPP",68
3,18234,0.605236372238513,"PPP",68
4,16603,0.560891281212444,"PPP",68
5,3608,0.556709703716362,"PPP",68
6,8444,0.527337018839452,"PPP",68
7,12000,0.508326071107511,"PPP",68
8,24019,0.493887815207282,"PPP",68
9,19678,0.486147536117149,"PPP",68
10,25650,0.481644121841475,"PPP",68
11,24784,0.477350213960464,"PPP",68
12,25437,0.472740292114015,"PPP",68
13,22038,0.469717321863099,"PPP",68
14,19801,0.468742883006172,"PPP",68
15,13180,0.462248091437004,"PPP",68
16,865,0.459610076371574,"PPP",68
17,17126,0.454767549997042,"PPP",68
18,11751,0.452823903871006,"PPP",68
19,21044,0.452648745253283,"PPP",68
20,24024,0.452487276568862,"PPP",68
21,10596,0.444830421127555,"PPP",68
22,24987,0.443958908086131,"PPP",68
23,23980,0.437603773490744,"PPP",68
24,15931,0.437355412880809,"PPP",68
25,1617,0.436819811010795,"PPP",68
26,12471,0.431030824343305,"PPP",68
27,20947,0.428717717414054,"PPP",68
28,23983,0.422160489815203,"PPP",68
29,14081,0.422062712310416,"PPP",68
30,21602,0.42151109648493,"PPP",68
31,18838,0.419972954782048,"PPP",68
32,13357,0.419566659482804,"PPP",68
33,3724,0.402960884578509,"PPP",68
34,25642,0.400079204834044,"PPP",68
35,24497,0.395840924758957,"PPP",68
36,24499,0.391593278228139,"PPP",68
37,23257,0.390960555811732,"PPP",68
38,19118,0.389754745943958,"PPP",68
39,21430,0.385207866454564,"PPP",68
40,6725,0.379640899063179,"PPP",68
41,25183,0.379351528367073,"PPP",68
42,3240,0.377189319476247,"PPP",68
43,1508,0.375286122557139,"PPP",68
44,11199,0.374822510762524,"PPP",68
45,24188,0.373933172010957,"PPP",68
46,23669,0.372705968047304,"PPP",68
47,4110,0.372016736394996,"PPP",68
48,13900,0.365540745677826,"PPP",68
49,22230,0.362145395931884,"PPP",68
50,15741,0.358276564925014,"PPP",68
1,11906,0.67085706048766,"BBB",54
2,18664,0.667698486792828,"BBB",54
3,15799,0.616424493677974,"BBB",54
4,17438,0.615145980697976,"BBB",54
5,20004,0.58572344193204,"BBB",54
6,15630,0.57968104903102,"BBB",54
7,18978,0.566528628293821,"BBB",54
8,16049,0.560636669887519,"BBB",54
9,20365,0.547688756034594,"BBB",54
10,16058,0.531503615696698,"BBB",54
11,21157,0.519869346768912,"BBB",54
12,17183,0.518386645820082,"BBB",54
13,17397,0.516583097515859,"BBB",54
14,18682,0.511529396348343,"BBB",54
15,4676,0.488753884155405,"BBB",54
16,15357,0.488595782498627,"BBB",54
17,16832,0.483321790758557,"BBB",54
18,21588,0.462471371122169,"BBB",54
19,19646,0.444263484303125,"BBB",54
20,23489,0.434038271297374,"BBB",54
21,14830,0.405137804657409,"BBB",54
22,15186,0.3977529870914,"BBB",54
23,16094,0.393606281192069,"BBB",54
24,16907,0.392486997414298,"BBB",54
25,19377,0.386528252096682,"BBB",54
26,18551,0.380088596328969,"BBB",54
27,24132,0.37977147427289,"BBB",54
28,997,0.351215746120442,"BBB",54
29,14678,0.347362413944985,"BBB",54
30,23673,0.34422809094898,"BBB",54
31,15785,0.337528764223914,"BBB",54
32,8851,0.336742903261549,"BBB",54
33,24286,0.328595025417479,"BBB",54
34,6021,0.325269403349665,"BBB",54
35,16248,0.323913652374363,"BBB",54
36,22185,0.323127153868737,"BBB",54
37,2817,0.322847226301916,"BBB",54
38,19338,0.322208094914142,"BBB",54
39,21168,0.311619012265414,"BBB",54
40,24821,0.310409860220121,"BBB",54
41,18464,0.308950287751337,"BBB",54
42,24476,0.305776928961077,"BBB",54
43,9134,0.302593955995889,"BBB",54
44,385,0.300900257346133,"BBB",54
45,4308,0.29730656911543,"BBB",54
46,24621,0.296040667312382,"BBB",54
47,22852,0.293708356103363,"BBB",54
48,19878,0.291269952650321,"BBB",54
49,14931,0.290478742536346,"BBB",54
50,17010,0.285466066748773,"BBB",54
